Date,Price,Open,High,Low,Vol.,Change %,,Date2,Price2,,Date(Month),Date(Year),Month,Price(Month)
43791,368.75,368,370.25,367.5,228.11,0.001,,,,,11,2019,,
43790,368.5,366.75,369.75,366.25,158.7,0.005,,,,,11,2019,,
43789,366.75,369.75,370.5,365.75,297.02,-0.009,,,,,11,2019,,
43788,370,367.75,373,367.75,202.02,0.006,,,,,11,2019,,
43787,367.75,371,371.75,367.5,206.27,-0.009,,,,,11,2019,,
43784,371.25,375.5,376.5,370.75,140.18,-0.012,,,,,11,2019,,
43783,375.75,375.25,377.5,374.5,144.89,0.001,,,,,11,2019,,
43782,375.25,377,377.75,375,195.98,-0.007,,,,,11,2019,,
43781,377.75,373.5,378,372.75,220.51,0.012,,,,,11,2019,,
43780,373.25,376,377,372.5,211.22,-0.011,,,,,11,2019,,
43777,377.25,375.25,383.75,372.5,343.77,0.005,,,,,11,2019,,
43776,375.25,379.25,380,373.75,219.15,-0.009,,,,,11,2019,,
43775,378.75,382.25,385,377.5,185.34,-0.008,,,,,11,2019,,
43774,381.75,383.25,384.75,380.5,157.13,-0.004,,,,,11,2019,,
43773,383.25,386.75,387.75,383,145.37,-0.015,,,,,11,2019,,
43770,389.25,389.25,391.75,386.25,151.94,-0.002,,,,,11,2019,,
43769,390,390.25,391,384.75,176.19,-0.002,,,,,10,2019,,
43768,390.75,385.75,391.25,385.25,177.03,0.012,,,,,10,2019,,
43767,386.25,383.5,387.5,382,153.73,0.006,,,,,10,2019,,
43766,384,386,386.5,383.25,122.79,-0.007,,,,,10,2019,,
43763,386.75,387,390,385.75,131.68,0,,,,,10,2019,,
43762,386.75,388.5,390.75,385.25,130.66,-0.003,,,,,10,2019,,
43761,387.75,387.75,389.5,384,117.56,-0.001,,,,,10,2019,,
43760,388,387,392.5,385,136.69,0.002,,,,,10,2019,,
43759,387.25,390,393.75,386.5,150.19,-0.01,,,,,10,2019,,
43756,391,394,395.75,389.75,122.01,-0.01,,,,,10,2019,,
43755,394.75,391.75,397.25,391.5,141.53,0.008,,,,,10,2019,,
43754,391.75,392,392.75,387.5,139.68,-0.004,,,,,10,2019,,
43753,393.25,397,398.5,392.5,143.68,-0.011,,,,,10,2019,,
43752,397.75,401.25,402.5,393.25,170.71,0,,,,,10,2019,,
43749,397.75,380.75,398.75,380.5,272.44,0.046,,,,,10,2019,,
43748,380.25,392.75,395,378.25,297.05,-0.036,,,,,10,2019,,
43747,394.25,395.5,397.25,393,140.85,-0.004,,,,,10,2019,,
43746,395.75,387.5,396.5,386,200.46,0.023,,,,,10,2019,,
43745,387,387.5,387.75,385,100.42,0.006,,,,,10,2019,,
43742,384.75,388,389,383.75,116.34,-0.01,,,,,10,2019,,
43741,388.75,387,390.75,385.5,125.49,0.003,,,,,10,2019,,
43740,387.75,390.5,391.75,385.5,158.92,-0.012,,,,,10,2019,,
43739,392.5,386.75,392.75,385.25,227.07,0.012,,,,,10,2019,,
43738,388,372,388.25,371.5,337.25,0.044,,,,,9,2019,,
43735,371.5,371.25,373,369.75,90.8,-0.003,,,,,9,2019,,
43734,372.5,373.5,375.75,368.25,175.42,-0.005,,,,,9,2019,,
43733,374.25,375.25,377.5,372.25,119.19,-0.001,,,,,9,2019,,
43732,374.75,372,376,370.25,144.29,0.004,,,,,9,2019,,
43731,373.25,371.25,374.5,371,100.44,0.007,,,,,9,2019,,
43728,370.75,372.75,374.5,369.5,133,-0.005,,,,,9,2019,,
43727,372.75,371.5,373.75,369.5,117.07,0.004,,,,,9,2019,,
43726,371.25,367.75,372,365.75,126.83,0.009,,,,,9,2019,,
43725,368,374,374.25,366,154.63,-0.016,,,,,9,2019,,
43724,374,372,374.75,367.5,133.44,0.052,,,,,9,2019,,
43721,355.5,358.5,358.5,358.5,0.12,0.003,,,,,9,2019,,
43720,354.5,349.75,353.75,349.5,0.15,0.018,,,,,9,2019,,
43719,348.25,349.75,349.75,344.75,0.33,-0.001,,,,,9,2019,,
43718,348.5,344,349.5,344,0.31,0.023,,,,,9,2019,,
43717,340.75,343.25,343.25,340,0.94,-0.005,,,,,9,2019,,
43714,342.5,347.5,348.25,341.5,1.36,-0.012,,,,,9,2019,,
43713,346.5,346.5,349.75,346.5,1.81,0.001,,,,,9,2019,,
43712,346,350.5,351,344.5,3.85,-0.011,,,,,9,2019,,
43711,349.75,358.75,359,349,5.34,-0.023,,,,,9,2019,,
43707,358,359.75,364.5,356.75,11.24,-0.005,,,,,8,2019,,
43706,359.75,363,369,357.5,122.79,-0.008,,,,,8,2019,,
43705,362.75,357.25,365.5,355.25,172.93,0.016,,,,,8,2019,,
43704,357,359,360,356.75,129.89,-0.004,,,,,8,2019,,
43703,358.5,358,362,357,122.54,-0.004,,,,,8,2019,,
43700,359.75,362.75,363,357.5,169.87,-0.01,,,,,8,2019,,
43699,363.25,363,366.5,359,99.25,0.002,,,,,8,2019,,
43698,362.5,360,364,357,125.86,0.008,,,,,8,2019,,
43697,359.5,366.5,370.25,359.25,89.47,-0.015,,,,,8,2019,,
43696,365,367.25,368.25,363.25,78.54,-0.016,,,,,8,2019,,
43693,371,361.5,371.25,361.25,104.81,0.028,,,,,8,2019,,
43692,360.75,360.25,363.75,358.25,108.78,0.005,,,,,8,2019,,
43691,359,366.25,370.5,358.5,185.09,-0.019,,,,,8,2019,,
43690,366,379,379,365.5,312.97,-0.05,,,,,8,2019,,
43689,385.25,409.75,410,385.25,248.13,-0.061,,,,,8,2019,,
43686,410.25,410.75,417,407.25,185.37,-0.002,,,,,8,2019,,
43685,411,407.25,412,405.5,184.79,0.011,,,,,8,2019,,
43684,406.5,404.75,407.5,400.5,167.53,0.006,,,,,8,2019,,
43683,404,405.75,408,400.75,113.07,-0.003,,,,,8,2019,,
43682,405.25,400,406.75,391,109.69,0.014,,,,,8,2019,,
43679,399.5,394.75,400,393.5,90.36,0.017,,,,,8,2019,,
43678,392.75,401.75,403,387.25,145.33,-0.019,,,,,8,2019,,
43677,400.25,410.75,413.75,400,151.79,-0.027,,,,,7,2019,,
43676,411.25,417,417,410.25,81.03,-0.014,,,,,7,2019,,
43675,417,413.25,419.5,412,90.11,0.006,,,,,7,2019,,
43672,414.5,418.25,419.5,413,120.75,-0.01,,,,,7,2019,,
43671,418.5,424,425.75,418,172.28,-0.013,,,,,7,2019,,
43670,424,425,430.5,421.5,93.16,-0.004,,,,,7,2019,,
43669,425.5,423.75,426.5,418.25,131.11,0.008,,,,,7,2019,,
43668,422.25,430.75,432.25,421,110.95,-0.02,,,,,7,2019,,
43665,430.75,425.5,434,423.75,114.52,0.015,,,,,7,2019,,
43664,424.5,435,436,423.25,156,-0.026,,,,,7,2019,,
43663,436,435.25,441.5,431.5,125.87,0.002,,,,,7,2019,,
43662,435.25,437.75,440.75,429,144.49,-0.013,,,,,7,2019,,
43661,441,459.25,460,439.75,164.47,-0.019,,,,,7,2019,,
43658,449.5,447.75,457,447.75,0.27,0.004,,,,,7,2019,,
43657,447.75,433.25,448,433.25,0.6,0.031,,,,,7,2019,,
43656,434.25,430,434.75,428,0.49,0.006,,,,,7,2019,,
43655,431.75,437.25,437.75,429.25,0.45,-0.015,,,,,7,2019,,
43654,438.5,440.75,442.75,432,2.08,0.01,,,,,7,2019,,
43651,434,433,435.5,427,2.13,0.002,,,,,7,2019,,
43649,433,417,433.75,417,3.47,0.047,,,,,7,2019,,
43648,413.5,412.5,415.5,408.25,6.53,0.004,,,,,7,2019,,
43647,412,424.25,424.75,410.25,13.48,-0.02,,,,,7,2019,,
43644,420.25,439,455,411,34.51,-0.045,,,,,6,2019,,
43643,440,443,445.5,438.5,141.13,-0.007,,,,,6,2019,,
43642,443.25,447,447.25,440.75,158.88,-0.01,,,,,6,2019,,
43641,447.5,451,453,446.5,158.43,0.002,,,,,6,2019,,
43640,446.75,442.25,447.75,440.25,172.09,0.01,,,,,6,2019,,
43637,442.25,452,454,441.75,251.09,-0.017,,,,,6,2019,,
43636,450,441.5,450.75,436.5,198.63,0.02,,,,,6,2019,,
43635,441,449.75,451.75,438.25,193.33,-0.02,,,,,6,2019,,
43634,449.75,455.5,458,442.75,221.47,-0.011,,,,,6,2019,,
43633,454.75,458.25,464.25,450.5,279.48,0.004,,,,,6,2019,,
43630,453,442,457.25,441.75,312.81,0.025,,,,,6,2019,,
43629,442,429.75,442.75,429.5,402.15,0.028,,,,,6,2019,,
43628,430,427.75,434.5,424,331.36,0.005,,,,,6,2019,,
43627,427.75,415,430.25,408.25,360.32,0.029,,,,,6,2019,,
43626,415.75,413,416.5,409,279.95,0,,,,,6,2019,,
43623,415.75,421,423.5,415,227.75,-0.011,,,,,6,2019,,
43622,420.5,414.5,421.5,407,279.01,0.014,,,,,6,2019,,
43621,414.75,424.25,424.75,412.25,231.86,-0.025,,,,,6,2019,,
43620,425.25,435,436,421.25,306.7,0.002,,,,,6,2019,,
43619,424.25,426.25,430.75,418.25,288.44,-0.006,,,,,6,2019,,
43616,427,435,437.5,423.25,302.17,-0.021,,,,,5,2019,,
43615,436.25,416.5,436.75,413.25,324.91,0.042,,,,,5,2019,,
43614,418.75,429.25,438,412.25,484.44,-0.004,,,,,5,2019,,
43613,420.25,408,421,407.5,417.68,0.04,,,,,5,2019,,
43609,404.25,390.5,404.75,389.75,299.95,0.037,,,,,5,2019,,
43608,389.75,394,399,387,340.12,-0.012,,,,,5,2019,,
43607,394.5,393.25,396.5,386.25,291.26,0.001,,,,,5,2019,,
43606,394.25,393.25,399,391.25,451.26,0.014,,,,,5,2019,,
43605,389,386,391.5,385.75,358.73,0.015,,,,,5,2019,,
43602,383.25,380,384.75,380,319.5,0.011,,,,,5,2019,,
43601,379,368.75,380.75,368.75,248.51,0.026,,,,,5,2019,,
43600,369.5,369,380,368,336.99,0.025,,,,,5,2019,,
43599,360.5,354.25,360.75,353.5,0.2,0.037,,,,,5,2019,,
43598,347.5,335.5,348.25,335.5,0.29,0.015,,,,,5,2019,,
43595,342.5,346.5,346.5,338.25,0.31,-0.006,,,,,5,2019,,
43594,344.5,350,350,344,0.66,-0.03,,,,,5,2019,,
43593,355.25,356.5,356.5,353.25,0.86,-0.008,,,,,5,2019,,
43592,358,357,359.25,355,1.16,0.006,,,,,5,2019,,
43591,355.75,352.5,356,349,1.71,-0.02,,,,,5,2019,,
43588,363,362.25,363.25,359.5,1.65,0.003,,,,,5,2019,,
43587,362,361,362.5,358.5,4.31,0.006,,,,,5,2019,,
43586,360,353.5,360.5,353.5,8.29,0.019,,,,,5,2019,,
43585,353.25,352.25,354,349.25,14.38,0.004,,,,,4,2019,,
43584,352,353.25,356,351.25,250.77,0.002,,,,,4,2019,,
43581,351.25,347.25,353.5,347,166.75,0.011,,,,,4,2019,,
43580,347.5,346,351,342.25,236.88,0.002,,,,,4,2019,,
43579,346.75,351,352.5,345.5,241.39,-0.013,,,,,4,2019,,
43578,351.25,354.75,355,350.25,194.77,-0.01,,,,,4,2019,,
43577,354.75,359,359,354.25,144.71,-0.011,,,,,4,2019,,
43573,358.5,358,359.25,357,102.3,0.001,,,,,4,2019,,
43572,358.25,358.25,360,356.75,148.18,-0.002,,,,,4,2019,,
43571,359,362.5,362.5,357.25,192.35,-0.01,,,,,4,2019,,
43570,362.75,361.25,364.25,361,208.54,0.005,,,,,4,2019,,
43567,361,360.25,361.5,358.5,95.87,0.003,,,,,4,2019,,
43566,360,361.25,363,358.5,264.73,-0.005,,,,,4,2019,,
43565,361.75,360.25,362.75,360,253.3,0.005,,,,,4,2019,,
43564,360,359.75,362.25,355.25,275.45,0,,,,,4,2019,,
43563,360,362.25,363.5,359.5,269.56,-0.007,,,,,4,2019,,
43560,362.5,364.5,364.75,360.5,273.06,-0.008,,,,,4,2019,,
43559,365.25,362.75,366.25,362.75,159.33,0.007,,,,,4,2019,,
43558,362.75,361.25,364.75,360.5,135.85,0.004,,,,,4,2019,,
43557,361.5,362.25,363.5,359.25,117.19,-0.001,,,,,4,2019,,
43556,361.75,356.5,363,356.5,239.35,0.015,,,,,4,2019,,
43553,356.5,373.75,375,356,441.01,-0.047,,,,,3,2019,,
43552,374,373.75,374.75,372,105.83,0.001,,,,,3,2019,,
43551,373.75,376.75,377,372,127.92,-0.009,,,,,3,2019,,
43550,377.25,379.25,380.5,375.5,165.18,-0.007,,,,,3,2019,,
43549,379.75,378.75,380.75,376.75,155.85,0.004,,,,,3,2019,,
43546,378.25,375.75,380.75,375.5,222.58,0.005,,,,,3,2019,,
43545,376.25,371,377.5,370.5,220.23,0.013,,,,,3,2019,,
43544,371.5,371.5,372.5,368.75,101.48,0.001,,,,,3,2019,,
43543,371.25,372,373.75,367.75,159.38,-0.001,,,,,3,2019,,
43542,371.5,374,375.5,370.25,169.24,-0.005,,,,,3,2019,,
43539,373.25,369.25,373.75,369,197.27,0.033,,,,,3,2019,,
43538,361.5,360.25,363.25,360,0.39,0.012,,,,,3,2019,,
43537,357.25,357.25,359.5,355,0.32,0.002,,,,,3,2019,,
43536,356.5,353.25,357.75,352.75,0.8,0.011,,,,,3,2019,,
43535,352.5,357.5,357.5,353,1.75,-0.006,,,,,3,2019,,
43532,354.75,357.75,358.25,354,2.27,-0.004,,,,,3,2019,,
43531,356,362.25,362.25,355.75,2.48,-0.018,,,,,3,2019,,
43530,362.5,366,366,361,2.92,-0.01,,,,,3,2019,,
43529,366,366,367.25,364.5,4.57,0.003,,,,,3,2019,,
43528,365,365.25,368,364.5,5.27,0.003,,,,,3,2019,,
43525,364,361.75,364,357.5,12.36,0.006,,,,,3,2019,,
43524,362,363.75,364.75,361.25,23.51,-0.005,,,,,2,2019,,
43523,363.75,366,368.25,362.5,189.22,-0.007,,,,,2,2019,,
43522,366.25,370.75,371.25,365.5,242.77,-0.012,,,,,2,2019,,
43521,370.5,377.75,378.5,370,344.71,-0.013,,,,,2,2019,,
43518,375.25,374.75,377.75,374.5,316.66,-0.001,,,,,2,2019,,
43517,375.5,371,378.5,370.5,257.19,0.013,,,,,2,2019,,
43516,370.75,371.5,373.5,368.5,310.67,0.003,,,,,2,2019,,
43515,369.75,374.25,376.25,369,230.71,-0.013,,,,,2,2019,,
43511,374.75,374.75,376.5,373,209.1,0,,,,,2,2019,,
43510,374.75,378.75,379,374,225.29,-0.011,,,,,2,2019,,
43509,378.75,377.5,379,376.25,243.88,0.001,,,,,2,2019,,
43508,378.25,373.5,378.75,373,291.26,0.015,,,,,2,2019,,
43507,372.75,374.5,375,371.75,309.36,-0.004,,,,,2,2019,,
43504,374.25,376.5,381.75,374,340.78,-0.006,,,,,2,2019,,
43503,376.5,379.75,380.25,376.25,259.74,-0.009,,,,,2,2019,,
43502,380,380.5,380.75,379,145.15,-0.002,,,,,2,2019,,
43501,380.75,379.5,381.25,377,171.95,0.004,,,,,2,2019,,
43500,379.25,377.75,379.75,376.5,145.83,0.003,,,,,2,2019,,
43497,378.25,376.5,380.75,376.5,151.47,0.005,,,,,2,2019,,
43496,376.5,381,381.5,375.75,205.75,-0.013,,,,,1,2019,,
43495,381.25,377.75,381.5,377.5,198.9,0.011,,,,,1,2019,,
43494,377.25,379.75,380.75,376,187.02,-0.007,,,,,1,2019,,
43493,379.75,379.5,381,378,102.14,-0.001,,,,,1,2019,,
43490,380.25,377,380.5,376,134.09,0.009,,,,,1,2019,,
43489,377,378.75,379.75,375.75,124.11,-0.005,,,,,1,2019,,
43488,378.75,379.5,381.75,378,127.61,-0.001,,,,,1,2019,,
43487,379,380.75,382.25,376.75,211.43,-0.007,,,,,1,2019,,
43483,381.75,379.75,383,377.75,191.03,0.005,,,,,1,2019,,
43482,380,374,381.5,373.75,207.63,0.016,,,,,1,2019,,
43481,374,372.75,375,372.5,164.72,0.007,,,,,1,2019,,
43480,371.25,379.5,381,371,251.26,-0.019,,,,,1,2019,,
43479,378.5,378.5,381,377,144.74,0.001,,,,,1,2019,,
43476,378.25,377,379.25,376.75,131.82,0.005,,,,,1,2019,,
43475,376.25,381.5,382.75,376,181.39,-0.015,,,,,1,2019,,
43474,382,380.5,383.5,380.5,192.06,0.005,,,,,1,2019,,
43473,380,382.5,384.5,379,172.29,-0.006,,,,,1,2019,,
43472,382.25,382.25,384,381.75,110.62,-0.002,,,,,1,2019,,
43469,383,380,383.5,379.75,178.17,0.009,,,,,1,2019,,
43468,379.75,375.5,380.5,374.75,101.46,0.011,,,,,1,2019,,
43467,375.75,375.25,377.75,374,104.72,0.002,,,,,1,2019,,
43465,375,375.5,377,372.75,91.13,-0.001,,,,,12,2018,,
43462,375.5,374.5,377.5,374.5,89.17,0.003,,,,,12,2018,,
43461,374.5,373.25,376.5,373.25,96.24,0.003,,,,,12,2018,,
43460,373.25,378.25,379.25,372.5,97.15,-0.012,,,,,12,2018,,
43458,377.75,378.25,379,375.25,54.84,-0.002,,,,,12,2018,,
43455,378.5,375.5,379.5,374.75,138.73,0.009,,,,,12,2018,,
43454,375.25,381.75,382.75,375,205.5,-0.017,,,,,12,2018,,
43453,381.75,385,385.25,381.5,107.24,-0.01,,,,,12,2018,,
43452,385.5,383.75,386.5,383.25,131.88,0.004,,,,,12,2018,,
43451,384,384.25,386,383.25,97.62,0.019,,,,,12,2018,,
43448,376.75,378,379,374.25,0.36,0.003,,,,,12,2018,,
43447,375.5,375,377.5,374,0.23,-0.002,,,,,12,2018,,
43446,376.25,375.5,378,375.5,0.63,0.003,,,,,12,2018,,
43445,375,373.75,376.5,372.75,1.37,0.002,,,,,12,2018,,
43444,374.25,374.25,376,372.75,1.66,0.001,,,,,12,2018,,
43441,374,371.75,374.75,371.5,2.24,0.005,,,,,12,2018,,
43440,372,374,374.5,369.25,2.3,-0.006,,,,,12,2018,,
43439,374.25,373.5,376,372.5,2.09,0,,,,,12,2018,,
43438,374.25,370,374.25,369.5,2.93,0.008,,,,,12,2018,,
43437,371.25,372.75,374,369.5,7.58,0.013,,,,,12,2018,,
43434,366.5,360.75,366.75,360.5,17.99,0.017,,,,,11,2018,,
43433,360.25,360.5,363,359,186.62,-0.001,,,,,11,2018,,
43432,360.5,356.25,361.5,356,221.95,0.011,,,,,11,2018,,
43431,356.5,356,358.5,355.5,248.13,0.001,,,,,11,2018,,
43430,356,359.5,360.5,355.25,331.2,-0.008,,,,,11,2018,,
43427,359,361,361.75,358.75,174.04,-0.008,,,,,11,2018,,
43425,361.75,361.25,363.25,360,184.08,0.001,,,,,11,2018,,
43424,361.25,362.75,363.5,361.25,146.93,-0.003,,,,,11,2018,,
43423,362.25,364.75,366.25,361.25,179.46,-0.007,,,,,11,2018,,
43420,364.75,367.25,368.75,363.25,180.97,-0.008,,,,,11,2018,,
43419,367.5,366.75,371.75,366.5,182.15,0.001,,,,,11,2018,,
43418,367,366,368,365.75,121.77,0.001,,,,,11,2018,,
43417,366.5,369.5,370.75,365.5,178.86,-0.013,,,,,11,2018,,
43416,371.25,369,372.5,368,176.02,0.004,,,,,11,2018,,
43413,369.75,372.75,374,368.25,212.42,-0.01,,,,,11,2018,,
43412,373.5,372,379,366,432.34,0.003,,,,,11,2018,,
43411,372.25,372.25,373.25,371,233.52,-0.003,,,,,11,2018,,
43410,373.25,373.75,374.5,372,206.08,-0.002,,,,,11,2018,,
43409,374,371,374.25,369.5,191.62,0.007,,,,,11,2018,,
43406,371.25,366.25,373,365.25,242.63,0.012,,,,,11,2018,,
43405,366.75,363.25,371,363,304.75,0.01,,,,,11,2018,,
43404,363.25,364.75,365.25,362.5,163.23,-0.004,,,,,10,2018,,
43403,364.75,366.75,368,364.25,137.33,-0.006,,,,,10,2018,,
43402,366.75,368,371.5,365.5,142.75,-0.003,,,,,10,2018,,
43399,367.75,361.75,369.75,361.75,220.03,0.019,,,,,10,2018,,
43398,361,367.75,368.25,360.5,262.81,-0.02,,,,,10,2018,,
43397,368.25,369.5,369.75,367.75,114.26,-0.005,,,,,10,2018,,
43396,370.25,369.25,372.5,368,136.63,0.002,,,,,10,2018,,
43395,369.5,365.5,370.5,365.5,140.54,0.007,,,,,10,2018,,
43392,367,370.5,371,366,165.33,-0.01,,,,,10,2018,,
43391,370.75,373,373.25,369.5,137.27,-0.009,,,,,10,2018,,
43390,374.25,375,376.25,373.25,106.45,-0.003,,,,,10,2018,,
43389,375.25,377.25,377.5,373.5,185.9,-0.008,,,,,10,2018,,
43388,378.25,373,378.5,371.75,227.94,0.012,,,,,10,2018,,
43385,373.75,369,374,368.5,185.82,0.012,,,,,10,2018,,
43384,369.25,362,373,360.25,233.12,0.018,,,,,10,2018,,
43383,362.75,364.5,365.25,362,121.04,-0.005,,,,,10,2018,,
43382,364.5,366.5,368,363.75,119.57,-0.006,,,,,10,2018,,
43381,366.5,368.5,369.5,364.25,122.01,-0.005,,,,,10,2018,,
43378,368.25,367.5,369.5,363,204.82,0.002,,,,,10,2018,,
43377,367.5,364.75,368.5,364.75,130.83,0.008,,,,,10,2018,,
43376,364.75,367.75,369,364.5,139.28,-0.008,,,,,10,2018,,
43375,367.5,365,369,363.25,206.15,0.005,,,,,10,2018,,
43374,365.75,356.75,366.5,356.5,214.37,0.027,,,,,10,2018,,
43371,356.25,364.5,366.75,354.5,237.21,-0.023,,,,,9,2018,,
43370,364.75,363,365.75,361.25,113.91,0.005,,,,,9,2018,,
43369,363,363.5,364.75,361.25,137.9,-0.002,,,,,9,2018,,
43368,363.75,360.25,364.25,357.5,187.87,0.009,,,,,9,2018,,
43367,360.5,357.25,362,355.75,148.37,0.009,,,,,9,2018,,
43364,357.25,352.5,357.75,352.25,156.11,0.014,,,,,9,2018,,
43363,352.5,345.25,356.25,344.75,266.8,0.02,,,,,9,2018,,
43362,345.75,343,346.75,343,151.07,0.007,,,,,9,2018,,
43361,343.25,348,348.75,342.5,199.08,-0.014,,,,,9,2018,,
43360,348,351,351.75,347.75,145.27,0.033,,,,,9,2018,,
43357,337,338.5,338.75,337.5,0.06,0.002,,,,,9,2018,,
43356,336.25,344.5,344.5,337,0.13,-0.015,,,,,9,2018,,
43355,341.5,354.25,354.5,340.5,0.41,-0.039,,,,,9,2018,,
43354,355.25,357.25,357.25,354.75,0.29,-0.001,,,,,9,2018,,
43353,355.5,353.25,356,353,1.26,0.004,,,,,9,2018,,
43350,354.25,352.75,355.75,351,0.69,0.002,,,,,9,2018,,
43349,353.5,353.5,354.5,350.75,2.16,0.005,,,,,9,2018,,
43348,351.75,356,356,351,3.51,-0.008,,,,,9,2018,,
43347,354.5,351.5,355.25,347.25,4.87,0.01,,,,,9,2018,,
43343,351,341,352,340.75,17.11,0.029,,,,,8,2018,,
43342,341,341.5,344,340.5,122.61,-0.001,,,,,8,2018,,
43341,341.25,341,344,340.25,113.2,0.001,,,,,8,2018,,
43340,341,345.75,347.75,340.75,143.2,-0.017,,,,,8,2018,,
43339,346.75,348.5,348.75,343,139.29,-0.005,,,,,8,2018,,
43336,348.5,346.5,350,346.25,124.75,0.005,,,,,8,2018,,
43335,346.75,353,355,346.25,144.61,-0.016,,,,,8,2018,,
43334,352.5,359.25,359.25,352.25,102.51,-0.02,,,,,8,2018,,
43333,359.75,362.75,363.75,358.5,98.59,-0.006,,,,,8,2018,,
43332,362,365.25,366,359.5,88.31,-0.006,,,,,8,2018,,
43329,364.25,365,367.75,361.75,82.45,-0.003,,,,,8,2018,,
43328,365.25,361.5,367.5,360.5,79.36,0.01,,,,,8,2018,,
43327,361.5,362.25,363.5,359,102.54,-0.002,,,,,8,2018,,
43326,362.25,356.5,363,356.5,101.21,0.016,,,,,8,2018,,
43325,356.5,357.5,358,352.25,178.69,-0.004,,,,,8,2018,,
43322,357.75,368.5,369.75,357,182.4,-0.031,,,,,8,2018,,
43321,369.25,371,372.75,366.5,148.24,-0.005,,,,,8,2018,,
43320,371.25,370.5,373.75,370,123.37,0.001,,,,,8,2018,,
43319,370.75,371,373.25,368.75,167.09,-0.001,,,,,8,2018,,
43318,371,370,371.75,368.25,80.95,0.003,,,,,8,2018,,
43315,369.75,366.75,371.25,364.75,77.99,0.008,,,,,8,2018,,
43314,366.75,365,372.75,364.75,161.08,0.005,,,,,8,2018,,
43313,365,372,373,364,120.05,-0.02,,,,,8,2018,,
43312,372.25,367,374.25,366.25,141.81,0.014,,,,,7,2018,,
43311,367.25,364,369.25,363.5,127.46,0.015,,,,,7,2018,,
43308,362,361,363.75,359.5,133.49,0.001,,,,,7,2018,,
43307,361.5,361,365.75,360.25,146.38,0.006,,,,,7,2018,,
43306,359.25,352.25,360,352,121.59,0.021,,,,,7,2018,,
43305,352,355.25,356.5,351.5,105.61,-0.015,,,,,7,2018,,
43304,357.25,356,358.5,354.5,75.4,0.006,,,,,7,2018,,
43301,355.25,351.25,355.75,349.75,69.61,0.011,,,,,7,2018,,
43300,351.25,347,352,345,81.41,0.012,,,,,7,2018,,
43299,347.25,346.25,349,346,81.87,0.003,,,,,7,2018,,
43298,346.25,345,348.75,344.25,100.12,0.013,,,,,7,2018,,
43297,341.75,340,345.75,338.75,95.29,0.035,,,,,7,2018,,
43294,330.25,332.25,332.5,332.25,0.27,-0.019,,,,,7,2018,,
43293,336.5,332.25,340.75,329.75,0.53,0.016,,,,,7,2018,,
43292,331.25,336,337,331.5,1.53,-0.025,,,,,7,2018,,
43291,339.75,344.25,344.75,336.25,2.74,-0.017,,,,,7,2018,,
43290,345.75,346,348.5,342.5,3.26,-0.017,,,,,7,2018,,
43287,351.75,342,352.25,342,3.07,0.024,,,,,7,2018,,
43286,343.5,345.5,348.75,341.5,3.3,0.002,,,,,7,2018,,
43284,342.75,340.25,345.25,339.25,3.05,0.016,,,,,7,2018,,
43283,337.5,352.25,352.25,337,7.67,-0.036,,,,,7,2018,,
43280,350.25,345.75,355.5,345.5,19.39,0.015,,,,,6,2018,,
43279,345,351.5,352.5,344.5,143.97,-0.021,,,,,6,2018,,
43278,352.5,352,356.5,351.5,163.32,0,,,,,6,2018,,
43277,352.5,350.5,355.5,348,227.15,0.006,,,,,6,2018,,
43276,350.5,358.5,359.5,349.25,203.16,-0.019,,,,,6,2018,,
43273,357.25,358,359.75,355,141.68,0.001,,,,,6,2018,,
43272,357,354.25,359,349.25,168.57,0.008,,,,,6,2018,,
43271,354.25,354,357,347.5,200.17,0.001,,,,,6,2018,,
43270,353.75,355.75,357.75,338.75,334.34,-0.006,,,,,6,2018,,
43269,356,359.5,362,354,177.75,-0.015,,,,,6,2018,,
43266,361.25,364.5,368.25,355.25,297.48,-0.005,,,,,6,2018,,
43265,363,374,374.75,362.5,357.6,-0.035,,,,,6,2018,,
43264,376,377.5,379.75,373.25,227.65,-0.004,,,,,6,2018,,
43263,377.5,368,379.5,367.25,310.11,0.028,,,,,6,2018,,
43262,367.25,376.5,379,366.75,294.91,-0.028,,,,,6,2018,,
43259,377.75,376.25,379,373.5,177.41,0.004,,,,,6,2018,,
43258,376.25,379,382,374.25,300.59,-0.005,,,,,6,2018,,
43257,378.25,384.25,386.5,378,227.3,-0.014,,,,,6,2018,,
43256,383.75,380.75,385.25,380,212.44,0.008,,,,,6,2018,,
43255,380.75,389.75,389.75,380.5,266.55,-0.028,,,,,6,2018,,
43252,391.5,393.75,397,390.75,172.12,-0.006,,,,,6,2018,,
43251,394,393.5,398.5,393.25,195.81,0.001,,,,,5,2018,,
43250,393.5,398.25,398.5,390.75,293,-0.016,,,,,5,2018,,
43249,400,408.75,410,397.5,242.71,-0.015,,,,,5,2018,,
43245,406,404,406.75,403.25,129.41,0.004,,,,,5,2018,,
43244,404.25,408.25,412.25,403.75,236.84,-0.01,,,,,5,2018,,
43243,408.5,404.5,409,403,163.38,0.009,,,,,5,2018,,
43242,404.75,402.25,407,401,166.3,0.005,,,,,5,2018,,
43241,402.75,405.5,407.5,401.25,181.09,0.001,,,,,5,2018,,
43238,402.5,395.25,403.5,395,181.91,0.018,,,,,5,2018,,
43237,395.25,399,402,395,147.54,-0.01,,,,,5,2018,,
